Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.
9086,5,3,2,1,5,3,2,1
9087,3,5,4,1,3,5,4,1
9088,4,2,3,1,4,2,3,1
9089,5,4,1,1,5,4,1,1
9090,2,3,5,1,2,3,5,1
9091,5,1,2,1,5,1,2,1
9092,1,5,4,1,1,5,4,1
9093,3,2,5,1,3,2,5,1
9094,5,4,2,1,5,4,2,1
9095,3,5,5,1,3,5,5,1
9096,5,2,3,1,5,2,3,1
9097,2,5,1,1,2,5,1,1
9098,4,3,5,1,4,3,5,1
9099,3,1,3,1,3,1,3,1
9100,1,5,2,1,1,5,2,1
9101,5,3,2,1,5,3,2,1
9102,2,2,4,1,2,2,4,1
9103,4,2,4,1,4,2,4,1
9104,5,4,3,1,5,4,3,1
9105,2,4,5,1,2,4,5,1
9106,5,3,3,1,5,3,3,1
9107,3,5,1,1,3,5,1,1
9108,1,3,5,1,1,3,5,1
9109,5,1,5,1,5,1,5,1
9110,3,5,2,1,3,5,2,1
9111,2,5,1,1,2,5,1,1
9112,2,2,5,1,2,2,5,1
9113,4,1,2,1,4,1,2,1
9114,4,5,3,1,4,5,3,1
9115,3,2,5,1,3,2,5,1
9116,5,3,3,1,5,3,3,1
9117,3,5,4,1,3,5,4,1
9118,1,3,5,1,1,3,5,1
9119,5,4,2,1,5,4,2,1
9120,5,5,5,1,5,5,5,1
9121,2,2,1,1,2,2,1,1
9122,1,5,3,1,1,5,3,1
9123,5,1,5,1,5,1,5,1
9124,2,3,3,1,2,3,3,1
9125,3,5,5,1,3,5,5,1
9126,5,3,2,1,5,3,2,1
9127,3,5,4,1,3,5,4,1
9128,4,2,3,1,4,2,3,1
9129,5,4,1,1,5,4,1,1
9130,2,3,5,1,2,3,5,1
9131,5,1,2,1,5,1,2,1
9132,1,5,4,1,1,5,4,1
9133,3,2,5,1,3,2,5,1
9134,5,4,2,1,5,4,2,1
9135,3,5,5,1,3,5,5,1
9136,5,2,3,1,5,2,3,1
9137,2,5,1,1,2,5,1,1
9138,4,3,5,1,4,3,5,1
9139,3,1,3,1,3,1,3,1
9140,1,5,2,1,1,5,2,1
9141,5,3,2,1,5,3,2,1
9142,2,2,4,1,2,2,4,1
9143,4,2,4,1,4,2,4,1
9144,5,4,3,1,5,4,3,1
9145,2,4,5,1,2,4,5,1
9146,5,3,3,1,5,3,3,1
9147,3,5,1,1,3,5,1,1
9148,1,3,5,1,1,3,5,1
9149,5,1,5,1,5,1,5,1
9150,3,5,2,1,3,5,2,1
9151,2,5,1,1,2,5,1,1
9152,2,2,5,1,2,2,5,1
9153,4,1,2,1,4,1,2,1
9154,4,5,3,1,4,5,3,1
9155,3,2,5,1,3,2,5,1
9156,5,3,3,1,5,3,3,1
9157,3,5,4,1,3,5,4,1
9158,1,3,5,1,1,3,5,1
9159,5,4,2,1,5,4,2,1
9160,5,5,5,1,5,5,5,1
9161,2,2,1,1,2,2,1,1
9162,1,5,3,1,1,5,3,1
9163,5,1,5,1,5,1,5,1
9164,2,3,3,1,2,3,3,1
9165,3,5,5,1,3,5,5,1
9166,3,3,2,1,,3,2,1
9167,5,5,4,1,5,5,4,1
9168,3,2,3,1,3,2,3,1
9169,4,4,1,1,4,4,1,1
9170,5,3,5,1,5,3,5,1
9171,2,1,2,1,2,1,2,1
9172,5,5,4,1,5,5,4,1
9173,1,2,5,1,1,2,5,1
9174,3,4,2,1,3,4,2,1
9175,5,5,5,1,5,5,5,1
9176,3,2,3,1,3,2,3,1
9177,5,5,1,1,5,5,1,1
9178,2,3,5,1,2,3,5,1
9179,4,1,3,1,4,1,3,1
9180,3,5,2,1,3,5,2,1
9181,1,3,2,1,1,3,2,1
9182,5,2,4,1,5,2,4,1
9183,2,2,4,1,2,2,4,1
9184,4,4,3,1,4,4,3,1
9185,5,4,5,1,5,4,5,1
9186,2,3,3,1,2,3,3,1
9187,5,5,1,1,5,5,1,1
9188,3,3,5,1,3,3,5,1
9189,1,1,5,1,1,1,5,1
9190,5,5,2,1,5,5,2,1
9191,3,5,1,1,3,5,1,1
9192,2,2,5,1,2,2,5,1
9193,2,1,2,1,2,1,2,1
9194,4,5,3,1,4,5,3,1
9195,4,2,3,1,4,2,,1
9196,3,3,3,1,3,3,,1
9197,5,3,3,0,5,,,0
9198,3,3,3,0,3,,,0
9199,1,3,3,0,1,,,0
9200,5,3,4,0,5,3,4,0
9201,3,4,3,0,3,4,3,0
9202,4,5,2,0,4,5,2,0
9203,5,3,4,0,5,3,4,0
9204,2,5,1,0,2,5,1,0
9205,5,2,5,0,5,2,5,0
9206,1,4,3,0,1,4,3,0
9207,3,3,2,0,3,3,2,0
9208,5,1,3,0,5,1,3,0
9209,3,5,3,0,3,5,3,0
9210,5,3,4,0,5,3,4,0
9211,2,2,5,0,2,2,5,0
9212,4,5,3,0,4,5,3,0
9213,3,4,2,0,3,4,2,0
9214,1,5,1,0,1,5,1,0
9215,5,4,5,0,5,4,5,0
9216,2,2,4,0,2,2,4,0
9217,4,5,4,0,4,5,4,0
9218,5,1,5,0,5,1,5,0
9219,2,4,4,0,2,4,4,0
9220,5,5,1,0,5,5,1,0
9221,3,3,3,0,3,3,3,0
9222,1,5,5,0,1,5,5,0
9223,5,4,4,0,5,4,4,0
9224,3,3,2,0,3,3,2,0
9225,2,3,4,0,2,3,4,0
9226,2,2,3,0,2,2,3,0
9227,4,5,4,0,4,5,4,0
9228,4,1,2,0,4,1,2,0
9229,3,4,5,0,3,4,5,0
9230,5,5,4,0,5,5,4,0
9231,3,3,4,0,3,3,4,0
9232,1,2,5,0,1,2,5,0
9233,5,5,1,0,5,5,1,0
9234,5,1,2,0,5,1,2,0
9235,2,3,3,0,2,3,3,0
9236,1,5,4,0,1,5,4,0
9237,5,4,3,0,5,4,3,0
9238,2,2,4,0,2,2,4,0
9239,3,3,2,0,3,3,2,0
9240,5,5,5,0,5,5,5,0
9241,3,3,3,0,3,3,3,0
9242,4,4,4,0,4,4,4,0
9243,5,5,5,0,5,5,5,0
9244,2,2,2,0,2,2,2,0
9245,5,5,5,0,5,5,5,0
9246,1,1,1,0,1,1,1,0
9247,3,3,3,0,3,3,3,0
9248,5,5,5,0,5,5,5,0
9249,3,3,3,0,3,3,3,0
9250,5,5,5,0,5,5,5,0
9251,2,2,2,0,2,2,2,0
9252,4,4,4,0,4,4,4,0
9253,3,3,3,0,3,3,3,0
9254,1,1,1,0,1,1,1,0
9255,5,5,5,0,5,5,5,0
9256,2,2,2,0,2,2,2,0
9257,4,4,4,0,4,4,4,0
9258,5,5,5,0,5,5,5,0
9259,2,2,2,0,2,2,2,0
9260,5,5,5,0,5,5,5,0
9261,3,3,3,0,3,3,3,0
9262,1,1,1,0,1,1,1,0
9263,5,5,5,0,5,5,5,0
9264,3,3,3,0,3,3,3,0
9265,2,2,2,0,2,2,2,0
9266,2,2,2,0,2,2,2,0
9267,4,4,4,0,4,4,4,0
9268,4,4,4,0,4,4,4,0
9269,3,3,3,0,3,3,3,0
9270,5,5,5,0,5,5,5,0
9271,3,3,3,0,3,3,3,0
9272,1,1,1,0,1,1,1,0
9273,5,5,5,0,5,5,5,0
9274,5,5,5,0,5,5,5,0
9275,2,2,2,0,2,2,2,0
9276,1,1,1,0,1,1,1,0
9277,5,5,5,0,5,5,5,0
9278,2,2,2,0,2,2,2,0
9279,3,3,3,0,3,3,3,0
9280,5,5,5,0,5,5,5,0
9281,3,3,3,0,3,3,3,0
9282,4,4,4,0,4,4,4,0
9283,5,5,5,0,5,5,5,0
9284,2,2,2,0,2,2,2,0
9285,5,5,5,0,5,5,5,0
9286,1,1,1,0,1,1,1,0
9287,3,3,3,0,3,3,3,0
9288,5,5,5,0,5,5,5,0
9289,3,3,3,0,3,3,3,0
9290,5,5,5,0,5,5,5,0
9291,2,2,2,0,2,2,2,0
9292,4,4,4,0,4,4,4,0
9293,3,3,3,0,3,3,3,0
9294,1,1,1,0,1,1,1,0
9295,5,5,5,0,5,5,5,0
9296,2,2,2,0,2,2,2,0
9297,4,4,4,0,4,4,4,0
9298,5,5,5,0,5,5,5,0
9299,2,2,2,1,2,2,2,1
9300,5,5,5,1,5,5,5,1
9301,3,3,3,1,3,3,3,1
9302,1,1,1,1,1,1,1,1
9303,5,5,5,1,5,5,5,1
9304,3,3,3,1,3,3,3,1
9305,2,2,2,1,2,2,2,1
9306,2,2,2,0,2,2,2,0
9307,4,4,4,0,4,4,4,0
9308,4,4,4,0,4,4,4,0
9309,3,3,3,0,3,3,3,0
9310,5,5,5,0,5,5,5,0
9311,3,3,3,0,3,3,3,0
9312,1,1,1,0,1,1,1,0
9313,5,5,5,0,5,5,5,0
9314,5,5,5,0,5,5,5,0
9315,2,2,2,0,2,2,2,0
9316,1,1,1,0,1,1,1,0
9317,5,5,5,0,5,5,5,0
9318,2,2,2,0,2,2,2,0
9319,3,3,3,0,3,3,3,0
9320,5,5,5,0,5,5,5,0
9321,3,3,3,0,3,3,3,0
9322,4,4,4,0,4,4,4,0
9323,5,5,5,0,5,5,5,0
9324,2,2,2,0,2,2,2,0
9325,5,5,5,0,5,5,5,0
9326,1,1,1,0,1,1,1,0
9327,3,3,3,0,3,3,3,0
9328,5,5,5,0,5,5,5,0
9329,3,3,3,0,3,3,3,0
9330,5,5,5,0,5,5,5,0
9331,2,2,2,0,2,2,2,0
9332,4,4,4,0,4,4,4,0
9333,3,3,3,0,3,3,3,0
9334,1,1,1,0,1,1,1,0
9335,5,5,5,0,5,5,5,0
9336,2,2,2,0,2,2,2,0
9337,4,4,4,0,4,4,4,0
9338,5,5,5,0,5,5,5,0
9339,2,2,2,0,2,2,2,0
9340,5,5,5,0,5,5,5,0
9341,3,3,3,0,3,3,3,0
9342,1,1,1,0,1,1,1,0
9343,5,5,5,0,5,5,5,0
9344,3,3,3,0,3,3,3,0
9345,2,2,2,0,2,2,2,0
9346,2,2,2,0,2,2,2,0
9347,4,4,4,0,4,4,4,0
9348,4,4,4,0,4,4,4,0
9349,3,3,3,0,3,3,3,0
9350,5,5,5,0,5,5,5,0
9351,3,3,3,0,3,3,3,0
9352,1,1,1,0,1,1,1,0
9353,5,5,5,0,5,5,5,0
9354,5,5,5,0,5,5,5,0
9355,2,2,2,0,2,2,2,0
9356,1,1,1,0,1,1,1,0
9357,5,5,5,0,5,5,5,0
9358,2,2,2,0,2,2,2,0
9359,3,3,3,0,3,3,3,0
9360,5,5,5,0,5,5,5,0
9361,3,3,3,0,3,3,3,0
9362,4,4,4,0,4,4,4,0
9363,5,5,5,0,5,5,5,0
9364,2,2,2,0,2,2,2,0
9365,5,5,5,0,5,5,5,0
9366,1,1,1,0,1,1,1,0
9367,3,3,3,0,3,3,3,0
9368,5,5,5,0,5,5,5,0
9369,3,3,3,0,3,3,3,0
9370,5,5,5,0,5,5,5,0
9371,2,2,2,0,2,2,2,0
9372,4,4,4,0,4,4,4,0
9373,3,3,3,0,3,3,3,0
9374,1,1,1,0,1,1,1,0
9375,5,5,5,0,5,5,5,0
9376,2,2,2,0,2,2,2,0
9377,4,4,4,0,4,4,4,0
9378,5,5,5,0,5,5,5,0
9379,2,2,2,0,2,2,2,0
9380,5,5,5,0,5,5,5,0
9381,3,3,3,0,3,3,3,0
9382,1,1,1,0,1,1,1,0
9383,5,5,5,0,5,5,5,0
9384,3,3,3,0,3,3,3,0
9385,2,2,2,0,2,2,2,0
9386,2,2,2,0,2,2,2,0
9387,4,4,4,0,4,4,4,0
9388,4,4,4,0,4,4,4,0
9389,3,3,3,0,3,3,3,0
9390,5,5,5,0,5,5,5,0
9391,3,3,3,0,3,3,3,0
9392,1,1,1,0,1,1,1,0
9393,5,5,5,0,5,5,5,0
9394,5,5,5,0,5,5,5,0
9395,2,2,2,0,2,2,2,0
9396,1,1,1,0,1,1,1,0
9397,5,5,5,0,5,5,5,0
9398,2,2,2,0,2,2,2,0
9399,3,3,3,0,3,3,3,0
9400,5,5,5,0,5,5,5,0
9401,3,3,3,0,3,3,3,0
9402,4,4,4,0,4,4,4,0
9403,5,5,5,0,5,5,5,0
9404,2,2,2,0,2,2,2,0
9405,5,5,5,0,5,5,5,0
9406,1,1,1,0,1,1,1,0
9407,3,3,3,0,3,3,3,0
9408,5,5,5,0,5,5,5,0
9409,3,3,3,0,3,3,3,0
9410,5,5,5,0,5,5,5,0
9411,2,2,2,0,2,2,2,0
9412,4,4,4,0,4,4,4,0
9413,3,3,3,0,3,3,3,0
9414,1,1,1,0,1,1,1,0
9415,5,5,5,0,5,5,5,0
9416,2,2,2,0,2,2,2,0
9417,4,4,4,0,4,4,4,0
9418,5,5,5,0,5,5,5,0
9419,2,2,2,0,2,2,2,0
9420,5,5,5,0,5,5,5,0
9421,3,3,3,0,3,3,3,0
9422,1,1,1,0,1,1,1,0
9423,5,5,5,0,5,5,5,0
9424,3,3,3,0,3,3,3,0
9425,2,2,2,0,2,2,2,0
9426,2,2,2,0,2,2,2,0
9427,4,4,4,0,4,4,4,0
9428,4,4,4,0,4,4,4,0
9429,3,3,3,0,3,3,3,0
9430,5,5,5,0,5,5,5,0
9431,3,3,3,0,3,3,3,0
9432,1,1,1,0,1,1,1,0
9433,5,5,5,0,5,5,5,0
9434,5,5,5,0,5,5,5,0
9435,2,2,2,0,2,2,2,0
9436,1,1,1,0,1,1,1,0
9437,5,5,5,0,5,5,5,0
9438,2,2,2,0,2,2,2,0
9439,3,3,3,0,3,3,3,0
9440,5,5,5,0,5,5,5,0
9441,3,3,3,0,3,3,3,0
9442,4,4,4,0,4,4,4,0
9443,5,5,5,0,5,5,5,0
9444,2,2,2,0,2,2,2,0
9445,5,5,5,0,5,5,5,0
9446,1,1,1,0,1,1,1,0
9447,3,3,3,0,3,3,3,0
9448,5,5,5,0,5,5,5,0
9449,3,3,3,0,3,3,3,0
9450,5,5,5,0,5,5,5,0
9451,2,2,2,0,2,2,2,0
9452,4,4,4,0,4,4,4,0
9453,3,3,3,0,3,3,3,0
9454,1,1,1,0,1,1,1,0
9455,5,5,5,0,5,5,5,0
9456,2,2,2,0,2,2,2,0
9457,4,4,4,0,4,4,4,0
9458,5,5,5,0,5,5,5,0
9459,2,2,2,0,2,2,2,0
9460,5,5,5,0,5,5,5,0
9461,3,3,3,0,3,3,3,0
9462,1,1,1,0,1,1,1,0
9463,5,5,5,0,5,5,5,0
9464,3,3,3,0,3,3,3,0
9465,2,2,2,0,2,2,2,0
9466,2,2,2,0,2,2,2,0
9467,4,4,4,0,4,4,4,0
9468,4,4,4,0,4,4,4,0
9469,3,3,3,0,3,3,3,0
9470,5,5,5,0,5,5,5,0
9471,3,3,3,0,3,3,3,0
9472,1,1,1,0,1,1,1,0
9473,5,5,5,0,5,5,5,0
9474,5,5,5,0,5,5,5,0
9475,2,2,2,0,2,2,2,0
9476,1,1,1,0,1,1,1,0
9477,5,5,5,0,5,5,5,0
9478,2,2,2,0,2,2,2,0
9479,3,3,3,0,3,3,3,0
9480,5,5,5,0,5,5,5,0
9481,3,3,3,0,3,3,3,0
9482,4,4,4,0,4,4,4,0
9483,5,5,5,0,5,5,5,0
9484,2,2,2,0,2,2,2,0
9485,5,5,5,0,5,5,5,0
9486,1,1,1,0,1,1,1,0
9487,3,3,3,0,3,3,3,0
9488,5,5,5,0,5,5,5,0
9489,3,3,3,0,3,3,3,0
9490,5,5,5,0,5,5,5,0
9491,2,2,2,0,2,2,2,0
9492,4,4,4,0,4,4,4,0
9493,3,3,3,0,3,3,3,0
9494,1,1,1,0,1,1,1,0
9495,5,5,5,0,5,5,5,0
9496,2,2,2,0,2,2,2,0
9497,4,4,4,0,4,4,4,0
9498,5,5,5,0,5,5,5,0
9499,2,2,2,0,2,2,2,0
9500,5,5,5,0,5,5,5,0
9501,3,3,3,0,3,3,3,0
9502,1,1,1,0,1,1,1,0
9503,5,5,5,0,5,5,5,0
9504,3,3,3,0,3,3,3,0
9505,2,2,2,0,2,2,2,0
9506,2,2,2,0,2,2,2,0
9507,4,4,4,0,4,4,4,0
9508,4,4,4,0,4,4,4,0
9509,3,3,3,0,3,3,3,0
9510,5,5,5,0,5,5,5,0
9511,3,3,3,0,3,3,3,0
9512,1,1,1,0,1,1,1,0
9513,5,5,5,0,5,5,5,0
9514,5,5,5,0,5,5,5,0
9515,2,2,2,0,2,2,2,0
9516,1,1,1,0,1,1,1,0
9517,5,5,5,0,5,5,5,0
9518,2,2,2,0,2,2,2,0
9519,3,3,3,0,3,3,3,0
9520,3,5,5,0,,5,5,0
9521,3,3,3,0,,3,3,0
9522,3,4,4,0,,4,4,0
9523,3,5,5,0,,5,5,0
9524,3,2,2,0,,2,2,0
9525,3,5,5,0,,5,5,0
9526,3,1,1,0,,1,1,0
9527,3,3,3,0,,3,3,0
9528,3,5,5,0,,5,5,0
9529,3,3,3,0,,3,3,0
9530,3,5,5,0,,5,5,0
9531,3,2,2,0,,2,2,0
9532,3,4,4,0,,4,4,0
9533,3,3,3,0,,3,3,0
9534,3,1,1,0,,1,1,0
9535,3,5,5,0,,5,5,0
9536,3,2,2,0,,2,2,0
9537,3,4,4,0,,4,4,0
9538,3,5,5,0,,5,5,0
9539,3,2,2,0,,2,2,0
9540,3,5,5,0,,5,5,0
9541,3,3,3,0,,3,3,0
9542,3,1,1,0,,1,1,0
9543,5,5,5,0,5,5,5,0
9544,3,3,3,0,3,3,3,0
9545,4,2,2,0,4,2,2,0
9546,5,2,2,0,5,2,2,0
9547,2,4,4,0,2,4,4,0
9548,5,4,4,0,5,4,4,0
9549,1,3,3,0,1,3,3,0
9550,3,5,5,0,3,5,5,0
9551,5,3,3,0,5,3,3,0
9552,3,1,1,0,3,1,1,0
9553,5,5,5,0,5,5,5,0
9554,2,5,5,0,2,5,5,0
9555,4,2,2,0,4,2,2,0
9556,3,1,1,0,3,1,1,0
9557,1,5,5,0,1,5,5,0
9558,5,2,2,0,5,2,2,0
9559,2,3,3,0,2,3,3,0
9560,4,3,3,0,4,,,0
9561,5,5,5,0,5,5,5,0
9562,2,3,3,0,2,3,3,0
9563,5,4,4,0,5,4,4,0
9564,3,5,5,0,3,5,5,0
9565,1,2,2,0,1,2,2,0
9566,5,5,5,0,5,5,5,0
9567,3,1,1,0,3,1,1,0
9568,2,3,3,0,2,3,3,0
9569,2,5,5,0,2,5,5,0
9570,4,3,3,0,4,3,3,0
9571,4,5,5,0,4,5,5,0
9572,3,2,2,0,3,2,2,0
9573,5,4,4,0,5,4,4,0
9574,3,3,3,0,3,3,3,0
9575,1,1,1,0,1,1,1,0
9576,5,5,5,0,5,5,5,0
9577,5,2,2,0,5,2,2,0
9578,2,4,4,0,2,4,4,0
9579,1,5,5,0,1,5,5,0
9580,5,2,2,0,5,2,2,0
9581,2,5,5,0,2,5,5,0
9582,3,3,3,0,3,3,3,0
9583,5,1,1,0,5,1,1,0
9584,3,5,5,0,3,5,5,0
9585,4,3,3,0,4,3,3,0
9586,5,2,2,0,5,2,2,0
9587,2,2,2,0,2,2,2,0
9588,5,4,4,0,5,4,4,0
9589,1,4,4,0,1,4,4,0
9590,3,3,3,0,3,3,3,0
9591,5,5,5,0,5,5,5,0
9592,3,3,3,0,3,3,3,0
9593,5,1,1,0,5,1,1,0
9594,2,5,5,0,2,5,5,0
9595,4,5,5,0,4,5,5,0
9596,3,2,2,0,3,2,2,0
9597,1,1,1,0,1,1,1,0
9598,5,5,5,0,5,5,5,0
9599,2,2,2,0,2,2,2,0
9600,4,3,3,0,4,3,3,0
9601,5,5,5,0,5,5,5,0
9602,2,3,3,0,2,3,3,0
9603,5,4,4,0,5,4,4,0
9604,3,5,5,0,3,5,5,0
9605,1,2,2,0,1,2,2,0
9606,5,5,5,0,5,5,5,0
9607,3,1,1,0,3,1,1,0
9608,2,3,3,0,2,3,3,0
9609,2,5,5,0,2,5,5,0
9610,4,3,3,0,4,3,3,0
9611,4,5,5,0,4,5,5,0
9612,3,2,2,0,3,2,2,0
9613,5,4,4,0,5,4,4,0
9614,3,3,3,0,3,3,3,0
9615,1,1,1,0,1,1,1,0
9616,5,5,5,0,5,5,5,0
9617,5,2,2,0,5,2,2,0
9618,2,4,4,0,2,4,4,0
9619,1,5,5,0,1,5,5,0
9620,5,2,2,0,5,2,2,0
9621,2,5,5,0,2,5,5,0
9622,3,3,3,0,3,3,3,0
9623,5,1,1,0,5,1,1,0
9624,3,5,5,0,3,5,5,0
9625,4,3,3,0,4,3,3,0
9626,5,2,2,0,5,2,2,0
9627,2,2,2,0,2,2,2,0
9628,5,4,4,0,5,4,4,0
9629,1,4,4,0,1,4,4,0
9630,3,3,3,0,3,3,3,0
9631,5,5,5,0,5,5,5,0
9632,3,3,3,0,3,3,3,0
9633,5,1,1,0,5,1,1,0
9634,2,5,5,0,2,5,5,0
9635,4,5,5,0,4,5,5,0
9636,3,2,2,0,3,2,2,0
9637,1,1,1,0,1,1,1,0
9638,5,5,5,0,5,5,5,0
9639,2,2,2,0,2,2,2,0
9640,4,3,3,0,4,3,3,0
9641,5,5,5,0,5,5,5,0
9642,2,3,3,0,2,3,3,0
9643,5,4,4,0,5,4,4,0
9644,3,5,5,0,3,5,5,0
9645,1,2,2,0,1,2,2,0
9646,5,5,5,0,5,5,5,0
9647,3,1,1,0,3,1,1,0
9648,2,3,3,0,2,3,3,0
9649,2,5,5,0,2,5,5,0
9650,4,3,3,1,4,3,3,1
9651,4,5,5,1,4,5,5,1
9652,3,2,2,1,3,2,2,1
9653,5,4,4,1,5,4,4,1
9654,3,3,3,1,3,3,3,1
9655,1,1,1,1,1,1,1,1
9656,5,5,5,1,5,5,5,1
9657,5,2,2,1,5,2,2,1
9658,2,4,4,1,2,4,4,1
9659,1,5,5,1,1,5,5,1
9660,5,2,2,1,5,2,2,1
9661,2,5,5,0,2,5,5,0
9662,3,3,3,0,3,3,3,0
9663,5,1,1,0,5,1,1,0
9664,3,5,5,0,3,5,5,0
9665,4,3,3,0,4,3,3,0
9666,5,2,2,0,5,2,2,0
9667,2,2,2,0,2,2,2,0
9668,5,4,4,0,5,4,4,0
9669,1,4,4,0,1,4,4,0
9670,3,3,3,0,3,3,3,0
9671,5,5,5,0,5,5,5,0
9672,3,3,3,0,3,3,3,0
9673,5,1,1,0,5,1,1,0
9674,2,5,5,0,2,5,5,0
9675,4,5,5,0,4,5,5,0
9676,3,2,2,0,3,2,2,0
9677,1,1,1,0,1,1,1,0
9678,5,5,5,0,5,5,5,0
9679,2,2,2,0,2,2,2,0
9680,4,3,3,0,4,3,3,0
9681,5,5,5,0,5,5,5,0
9682,2,3,3,0,2,3,3,0
9683,5,4,4,0,5,4,4,0
9684,3,5,5,0,3,5,5,0
9685,1,2,2,0,1,2,2,0
9686,5,5,5,0,5,5,5,0
9687,3,1,1,0,3,1,1,0
9688,2,3,3,0,2,3,3,0
9689,2,5,5,0,2,5,5,0
9690,4,3,3,0,4,3,3,0
9691,4,5,5,0,4,5,5,0
9692,3,2,2,0,3,2,2,0
9693,5,4,4,0,5,4,4,0
9694,3,3,3,0,3,3,3,0
9695,1,1,1,0,1,1,1,0
9696,5,5,5,0,5,5,5,0
9697,5,2,2,0,5,2,2,0
9698,2,4,4,0,2,4,4,0
9699,1,5,5,0,1,5,5,0
9700,5,2,2,0,5,2,2,0
9701,2,5,5,0,2,5,5,0
9702,3,3,3,0,3,3,3,0
9703,3,1,1,0,,1,1,0
9704,5,5,5,0,5,5,5,0
9705,3,3,3,0,3,3,3,0
9706,4,2,2,0,4,2,2,0
9707,5,2,2,0,5,2,2,0
9708,2,4,4,0,2,4,4,0
9709,5,4,4,0,5,4,4,0
9710,1,3,3,0,1,3,3,0
9711,3,5,5,0,3,5,5,0
9712,5,3,3,0,5,3,3,0
9713,3,1,1,0,3,1,1,0
9714,5,5,5,0,5,5,5,0
9715,2,5,5,0,2,5,5,0
9716,4,2,2,0,4,2,2,0
9717,3,1,1,0,3,1,1,0
9718,1,5,5,0,1,5,5,0
9719,5,2,2,0,5,2,2,0
9720,2,3,3,0,2,3,3,0
9721,4,3,3,0,4,,,0
9722,5,3,3,0,5,,,0
9723,2,3,3,0,2,,,0
9724,5,3,3,0,5,,,0
9725,3,3,3,0,3,,,0
9726,1,3,3,0,1,,,0
9727,5,3,3,0,5,,,0
9728,3,3,3,0,3,,,0
9729,2,3,3,0,2,,,0
9730,2,3,3,0,2,,,0
9731,4,3,3,0,4,,,0
9732,4,3,3,0,4,,,0
9733,3,3,5,0,3,,5,0
9734,5,3,3,0,5,,3,0
9735,3,5,4,0,3,5,4,0
9736,1,3,5,0,1,3,5,0
9737,5,4,2,0,5,4,2,0
9738,5,5,5,0,5,5,5,0
9739,2,2,1,0,2,2,1,0
9740,1,5,3,0,1,5,3,0
9741,5,1,5,0,5,1,5,0
9742,2,3,3,0,2,3,3,0
9743,3,5,5,0,3,5,5,0
9744,5,3,2,0,5,3,2,0
9745,3,5,4,0,3,5,4,0
9746,4,2,3,0,4,2,3,0
9747,5,4,1,0,5,4,1,0
9748,2,3,5,0,2,3,5,0
9749,5,1,2,0,5,1,2,0
9750,1,5,4,0,1,5,4,0
9751,3,2,5,0,3,2,5,0
9752,5,4,2,0,5,4,2,0
9753,3,5,5,0,3,5,5,0
9754,5,2,3,0,5,2,3,0
9755,2,5,1,0,2,5,1,0
9756,4,3,5,0,4,3,5,0
9757,3,1,3,0,3,1,3,0
9758,1,5,2,0,1,5,2,0
9759,5,3,2,0,5,3,2,0
9760,2,2,4,0,2,2,4,0
9761,4,2,4,0,4,2,4,0
9762,5,4,3,0,5,4,3,0
9763,2,4,5,0,2,4,5,0
9764,5,3,3,0,5,3,3,0
9765,3,5,1,0,3,5,1,0
9766,1,3,5,0,1,3,5,0
9767,5,1,5,0,5,1,5,0
9768,3,5,2,0,3,5,2,0
9769,2,5,1,0,2,5,1,0
9770,2,2,5,0,2,2,5,0
9771,4,1,2,0,4,1,2,0
9772,4,5,3,0,4,5,3,0
9773,3,2,5,0,3,2,5,0
9774,5,3,3,0,5,3,3,0
9775,3,5,4,0,3,5,4,0
9776,1,3,5,0,1,3,5,0
9777,5,4,2,0,5,4,2,0
9778,5,5,5,0,5,5,5,0
9779,2,2,1,0,2,2,1,0
9780,1,5,3,0,1,5,3,0
9781,5,1,5,0,5,1,5,0
9782,5,3,4,0,5,3,4,0
9783,3,4,3,0,3,4,3,0
9784,4,5,2,0,4,5,2,0
9785,5,3,4,0,5,3,4,0
9786,2,5,1,0,2,5,1,0
9787,5,2,5,0,5,2,5,0
9788,1,4,3,0,1,4,3,0
9789,3,3,2,0,3,3,2,0
9790,5,1,3,0,5,1,3,0
9791,3,5,3,0,3,5,3,0
9792,5,3,4,0,5,3,4,0
9793,2,2,5,0,2,2,5,0
9794,4,5,3,0,4,5,3,0
9795,3,4,2,0,3,4,2,0
9796,1,5,1,0,1,5,1,0
9797,5,4,5,0,5,4,5,0
9798,2,2,4,0,2,2,4,0
9799,4,5,4,0,4,5,4,0
9800,5,1,5,0,5,1,5,0
9801,2,4,4,0,2,4,4,0
9802,5,5,1,0,5,5,1,0
9803,3,3,3,0,3,3,3,0
9804,1,5,5,0,1,5,5,0
9805,5,4,4,0,5,4,4,0
9806,3,3,2,0,3,3,2,0
